kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
4706;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[1219]
4706;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;[1219]
4712;0000-2400;;BLR;Vitebsk Aero;R;RUS;vi;1;;[0616]
4712;0000-2400;;RUS;Chelyabinsk Aero Brazka;R;RUS;cy;1;;[0920]
4712;0000-2400;;RUS;Kazan Aero;R;RUS;kz;1;;[0920]
4712;0000-2400;;RUS;Nadym Aero;R;RUS;ny;1;;
4712;0000-2400;;RUS;Novosibirsk Aero;R;RUS;nv;1;;[0522]
4712;0000-2400;;RUS;Orenburg Aero;R;RUS;og;1;;
4712;0000-2400;;RUS;Perm Aero;R;RUS;pm;1;;[0716]
4712;0000-2400;;RUS;Rostov Aero;R;RUS;rv;1;;[0920]
4712;0000-2400;;RUS;Samara Aero;R;RUS;sv;1;;[0920]
4712;0000-2400;;RUS;Saratov Aero;R;RUS;s1;1;;[0420]
4712;0000-2400;;RUS;Syktyvkar Aero Sivkar;R;RUS;sy;1;;[1018]
4712;0000-2400;;RUS;Tyumen Aero;R;RUS;ty;1;;[0416]
4712;0000-2400;;RUS;Ufa Aero;R;RUS;uf;1;;[0920]
4712;0000-2400;;RUS;Ural Aero;R;RUS;;1;;[0920]
4715;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
4721;0000-2400;;USA;US Air Force ALE;;Glo;;1;;[0120]
4724;0000-2400;;USA;US Air Force Messages;E;NAm;;1;;[0222]
4728;0000-2400;;KAZ;Nursultan/Astana Aero;R;CAs;n;1;;[1218]
4728;0000-2400;;TJK;Dushanbe Aero;R;CAs;da;1;;
4728;0000-2400;;TKM;Ashgabat Aero;R;CAs;as;1;;[0119]
4728;0000-2400;;TKM;Dashoguz Aero;R;CAs;ds;1;;[0217]
4728;0000-2400;;TKM;Turkmenbashi Aero;R;CAs;tb;1;;
4728;0000-2400;;UZB;Nukus Aero;R;CAs;nu;1;;[0217]
4728;0000-2400;;UZB;Samarkand Aero;R;CAs;s;1;;[0716]
4728;0000-2400;;UZB;Tashkent Aero;R;CAs;a;1;;[0217]
4733;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
4735;0700-0710;;BUL;Bulg.Military PROMRCh;-CW;Eu;bk;1;;[0922]
4736;0000-2400;;RUS;Stavropol Aero Tom;R;EEu;s2;1;;[1219]
4745;0000-2400;;F;Fr. Air Force E-3F ALE;;Eu;av;1;;
4745;0000-2400;;USA;US Air Force ALE;;Glo;;1;;[1219]
4747;0130-0500;spur;CUB;Radio Progreso;S;Car;be;2;;
4750;1230-1300;;BGD;Bangladesh Betar;E;SAs;s;1;;[0922]
4750;1315-1345;;BGD;Bangladesh Betar;NE;SAs;s;1;;[0722]
4750;1400-1430;;BGD;Bangladesh Betar;UR;SAs;s;8;;
4750;1515-1545;;BGD;Bangladesh Betar;HI;SAs;s;1;;[0922]
4750;1545-1600;;BGD;Bangladesh Betar 1kHz;;SAs;s;1;;[0822]
4750;1600-1630;;BGD;Bangladesh Betar;A;SAs;s;1;;[0822]
4750;1630-1730;;BGD;Bangladesh Betar;BE;SAs;s;1;;[0922]
4750;1730-1745;;BGD;Bangladesh Betar 1kHz;;SAs;s;1;;[0822]
4750;1745-1900;;BGD;Bangladesh Betar;E;SAs;s;1;;[0922]
4750;1900-1915;;BGD;Bangladesh Betar 1kHz;;SAs;s;1;;[0822]
4750;1915-2000;;BGD;Bangladesh Betar;BE;SAs;s;1;;[0922]
4750;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;ha;1;;
4750;0900-1730;;CHN;China National Radio 1;M;CHN;ha;1;;[0522]
4750;1955-2023;;CHN;China National Radio 1;M;CHN;ha;1;;[0420]
4750;2023-0600;;CHN;China National Radio 1;M;CHN;ha;1;;[0122]
4750;1000-1100;;INS;Voice of Indonesia;E;INS;j;1;;[0122]
4750;1100-1200;;INS;Voice of Indonesia;M;INS;j;1;;[0922]
4750;1200-1300;;INS;Voice of Indonesia;J;INS;j;1;;[0922]
4750;1300-1400;;INS;Voice of Indonesia;E;INS;j;1;;[0522]
4750;1400-1500;;INS;Voice of Indonesia;IN;INS;j;1;;[0920]
4750;1500-1600;;INS;Voice of Indonesia;M;INS;j;1;;[1120]
4750;1600-1700;;INS;Voice of Indonesia;A;INS;j;1;;[1022]
4750;1700-1800;;INS;Voice of Indonesia;S;INS;j;1;;
4750;1800-1900;;INS;Voice of Indonesia;D;INS;j;1;;[0121]
4750;1900-2000;;INS;Voice of Indonesia;NL;INS;j;1;;[0919]
4750;2000-2100;;INS;Voice of Indonesia;F;INS;j;1;;
4750;2100-2200;;INS;Voice of Indonesia;E;INS;j;1;;[0519]
4750;2200-2300;;INS;Voice of Indonesia;J;INS;j;1;;[0521]
4751.5;0000-2400;;UKR;Ukrainian Military ALE;;UKR;;1;;
4752;1047-1330;;PRU;Radio Huanta 2000;Q,S;PRU;hu;1;;
4752;2200-0200;;PRU;Radio Huanta 2000;Q,S;PRU;hu;1;;[1112]
4755;0000-2400;;RUS;Chelyabinsk Aero Brazka;R;RUS;cy;1;;[0217]
4755;0000-2400;;RUS;Kazan Aero Melodia Dwa;R;CAs;kz;1;;[1118]
4755;0000-2400;;RUS;Mozdok Aero Assistent;R;CAs;mz;1;;[1118]
4755;0000-2400;;RUS;Novosib. Aero Katyusha;R;CAs;nv;1;;[1118]
4755;0000-2400;;RUS;Omsk Aero Keepl;R;CAs;om;1;;[0217]
4755;0000-2400;;RUS;Samara Aero Amba;R;CAs;sv;1;;[1118]
4755;0000-2400;;RUS;Yekaterinb.Aero Alenki;R;CAs;yv;1;;[1118]
4756;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;
4760;0155-0430;;IND;AIR Leh;LAD;SAs;le;4;;[1219]
4760;0210-0430;;IND;AIR Leh;LAD;SAs;le;5;;
4760;1130-1630;;IND;AIR Leh;LAD;SAs;le;4;;
4760;1130-1700;;IND;AIR Leh;LAD;SAs;le;5;;[0422]
4760;2130-2140;Fr;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0111;2802[0119]
4760;1630-1645;Sa;SWZ;Trans World Radio;P;MOZ;;4;;
4760;1630-1645;Tu;SWZ;Trans World Radio;SGA;MOZ;;4;;
4763;1840-1850;We,Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0101;3101
4765;0130-0500;;CUB;Radio Progreso;S;Car;be;2;;[1122]
4765;0300-0330;;TJK;Radio Tajikistan;R;CAs;y;1;;[0319]
4765;0330-0900;;TJK;Radio Tajikistan;TJ;CAs;y;1;;[1218]
4765;0900-0930;;TJK;Radio Tajikistan;R;CAs;y;1;;
4765;0930-1000;;TJK;Radio Tajikistan;UZ;CAs;y;1;;
4765;1000-2001;;TJK;Radio Tajikistan;TJ;CAs;y;1;;[0822]
4765;2259-0300;;TJK;Radio Tajikistan;TJ;CAs;y;1;;[1022]
4765.5;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
4770;0000-2400;;RUS;Alarm Channel Marker;;RUS;sk;1;;[0621]
4774.8;0807-0500;;B;Rádio Congonhas 91.3FM;P;B;cn;8;;[1121]
4775;0000-0203;Tu-Su;PRU;Radio Tarma;S;PRU;ta;1;;[1022]
4775;0957-1050;Mo-Sa;PRU;Radio Tarma;S;PRU;ta;1;;[0922]
4775;1050-1400;;PRU;Radio Tarma;S;PRU;ta;1;;[0822]
4775;2000-2300;Su;PRU;Radio Tarma;S;PRU;ta;1;;
4775;2200-2400;Mo-Sa;PRU;Radio Tarma;S;PRU;ta;1;;[0422]
4783;0130-0500;spur;CUB;Radio Progreso;S;Car;be;2;;
4783;1605-1615;Tu,Su;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0519]
4783;1705-1715;We,Sa;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0620]
4788.5;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
4790;1230-1330;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;
4790;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1119]
4792;1700-1710;Mo;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0103;3004[0419]
4792;1700-1710;Mo;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0109;3110[0919]
4792;1930-1940;Fr;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0111;2802[0120]
4800;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;q;1;;[1220]
4800;0900-1805;;CHN;China National Radio 1;M;CHN;q;1;;[0222]
4800;2023-0600;;CHN;China National Radio 1;M;CHN;q;1;;[0522]
4810;0850-1000;irr;PRU;Radio Logos;Vn;PRU;cz;1;;[0822]
4810;1000-1200;;PRU;Radio Logos;Vn;PRU;cz;1;;[0822]
4810;2100-0300;;PRU;Radio Logos;Vn;PRU;cz;1;;[0522]
4820;0300-0600;;CHN;PBS Xizang;M;CHN;t;1;;
4820;0600-0900;We-Mo;CHN;PBS Xizang;M;CHN;t;1;;
4820;0900-1000;We-Mo;CHN;PBS Xizang;M;CHN;t;1;;
4820;1000-1800;;CHN;PBS Xizang;M;CHN;t;1;;[0222]
4820;2000-2100;We-Mo;CHN;PBS Xizang;M;CHN;t;1;;
4820;2100-0300;;CHN;PBS Xizang;M;CHN;t;1;;[1019]
4820;0000-2400;;USA;US National Guard ALE;;USA;;1;;
4824;1200-1210;We;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0111;2802
4830;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
4830;0000-2400;;USA;Missouri Nat.Guard ALE;;CNA;;1;;
4834;0000-2400;;RUS;Elista Aero Triol;R;EEu;el;1;;[0217]
4835;0400-1000;Tests;AUS;Shortwave Australia;E;AUS;be;1;;[1022]
4835;1000-1500;Tests;AUS;Shortwave Australia;E;AUS;be;1;;[0922]
4836;2030-2040;Th;RUS;E06 Russian Spy Numbers;E;RUS;sk;1;0111;2802[1119]
4840;0700-1000;Mo-Fr;USA;Brother Stair;E;NAm;n;2;;
4840;1000-1300;Mo-Sa;USA;Brother Stair;E;NAm;n;2;;
4840;0100-1300;;USA;WWCR 3 Nashville, TN;E;NAm;n;2;;
4845;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;[0120]
4850;1155-1800;;CHN;PBS Xinjiang;KZ;CHN;uc;4;;[0222]
4850;2310-0330;;CHN;PBS Xinjiang;KZ;CHN;uc;4;;[1220]
4853;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
4855;0000-2400;;MRC;Protection Civile ALE;;MRC;;1;;
4870;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1219]
4874;0000-2400;;E;Guardia Civil ALE;;E;;1;;
4875;1002-0356;;B;Radiodifusora Roraima;P;B;bv;8;;[1121]
4876;0000-2400;;S;Swedish Military ALE;;S;;1;;
4877;1800-1810;Mo;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0103;3004[0419]
4877;1800-1810;Mo;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0109;3110[1019]
4880;0400-0100;;CLA;Echo of Hope VOH;K;KRE;/KOR-w;1;;[0422]
4880;0930-0950;;CLA;Echo of Hope VOH;E;KRE;/KOR-w;1;;
4880;1330-1350;;CLA;Echo of Hope VOH;E;KRE;/KOR-w;1;;[0321]
4880;1650-1655;;CLA;Echo of Hope VOH;E;KRE;/KOR-o;1;;
4880;1730-1750;;CLA;Echo of Hope VOH;E;KRE;/KOR-w;1;;
4880;0440-0453;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4880;0727-0753;;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4880;0840-0853;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4880;1050-1100;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4880;1127-1153;;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;[0822]
4880;1130-1150;SaSu;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;[0821]
4880;1240-1253;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-o;1;;[0622]
4880;1450-1500;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4880;1527-1553;;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;[0422]
4880;1850-1900;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4880;2250-2300;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4881;0000-2400;;BIH;Bosnian Emergency ALE;;BIH;;1;;
4885;0000-2400;;B;Rádio Clube do Pará;P;B;be;1;;[1122]
4885;0000-2400;;B;Radiodif.Acreana;P;B;rb;1;;[0122]
4885;0400-0100;;CLA;Echo of Hope VOH;K;KRE;/KOR-w;1;;[1022]
4885;0930-0950;;CLA;Echo of Hope VOH;E;KRE;/KOR-w;1;;[0420]
4885;1330-1350;;CLA;Echo of Hope VOH;E;KRE;/KOR-w;1;;[0121]
4885;1650-1655;;CLA;Echo of Hope VOH;E;KRE;/KOR-o;1;;
4885;1730-1750;;CLA;Echo of Hope VOH;E;KRE;/KOR-w;1;;[0420]
4885;0440-0453;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4885;0727-0753;;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;[0122]
4885;0840-0853;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4885;1050-1100;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4885;1127-1153;;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;[1022]
4885;1130-1150;SaSu;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;[1120]
4885;1240-1253;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-o;1;;
4885;1450-1500;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4885;1527-1553;;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4885;1850-1900;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4885;2250-2300;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4890;0400-0100;;CLA;Echo of Hope VOH;K;KRE;/KOR-w;1;;[0422]
4890;0930-0950;;CLA;Echo of Hope VOH;E;KRE;/KOR-w;1;;
4890;1330-1350;;CLA;Echo of Hope VOH;E;KRE;/KOR-w;1;;[0421]
4890;1650-1655;;CLA;Echo of Hope VOH;E;KRE;/KOR-o;1;;
4890;1730-1750;;CLA;Echo of Hope VOH;E;KRE;/KOR-w;1;;
4890;0440-0453;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4890;0727-0753;;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4890;0840-0853;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4890;1050-1100;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4890;1127-1153;;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;[0922]
4890;1130-1150;SaSu;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4890;1240-1253;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-o;1;;
4890;1450-1500;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4890;1527-1553;;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4890;1850-1900;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4890;2250-2300;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-w;1;;
4895;0700-1400;irr;MNG;Mongolian Radio 1;MO;As;a;8;;[0322]
4895;2300-0700;irr;MNG;Mongolian Radio 1;MO;As;a;8;;
4895;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;
4897;1200-1210;We;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0111;2802[1219]
4900;0940-1300;;CHN;Voice of Strait;M;FE;gu;1;;[1022]
4900;1300-1355;;CHN;Voice of Strait;AM;FE;gu;1;;[0922]
4900;1355-1600;;CHN;Voice of Strait;M;FE;gu;1;;[0222]
4900;1530-1540;23rd;KOR;V24 Numbers Station;K;Oc;g;1;;
4900;1530-1540;25th;KOR;V24 Numbers Station;K;Oc;g;1;;[0217]
4900;1530-1540;27th;KOR;V24 Numbers Station;K;Oc;g;1;;
4905;0000-2400;;B;Rádio Relógio, Rio;P;B;rj;8;;[0122]
4905;2300-2400;;CHN;China National Radio 11;TB;CHN;t;1;;[1020]
4905;0000-0200;;CHN;PBS Xizang;TB;CHN;t;1;;[1220]
4905;0200-0700;;CHN;PBS Xizang;TB;CHN;t;1;;[1220]
4905;0700-0800;We-Mo;CHN;PBS Xizang;E;CHN;t;1;;
4905;0800-1000;We-Mo;CHN;PBS Xizang;TB;CHN;t;1;;[1220]
4905;1000-1600;;CHN;PBS Xizang;TB;CHN;t;1;;[0222]
4905;1600-1700;;CHN;PBS Xizang;E;CHN;t;1;;[0822]
4905;1700-1805;;CHN;PBS Xizang;TB;CHN;t;1;;[0122]
4905;2050-2300;;CHN;PBS Xizang;TB;CHN;t;1;;[0122]
4906;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
4907.5;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1119]
4909;0455-0505;Mo;POL;E11 Polish Spy Numbers;E;;p;1;0111;2802
4909;0805-0815;SaSu;POL;E11 Polish Spy Numbers;E;;p;1;0111;2802[0220]
4909;0820-0830;Th,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0622]
4909;1930-1940;SaSu;POL;E11 Polish Spy Numbers;E;;p;1;0111;2802[0121]
4912;1200-1210;We;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0111;2802[1118]
4914;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;
4920;2300-2400;;CHN;China National Radio 11;TB;CHN;t;1;;[1020]
4920;0000-0200;;CHN;PBS Xizang;TB;CHN;t;1;;[1220]
4920;0200-0700;;CHN;PBS Xizang;TB;CHN;t;1;;[1219]
4920;0700-0800;We-Mo;CHN;PBS Xizang;E;CHN;t;1;;
4920;0800-1000;We-Mo;CHN;PBS Xizang;TB;CHN;t;1;;
4920;1000-1600;;CHN;PBS Xizang;TB;CHN;t;1;;[0122]
4920;1600-1700;;CHN;PBS Xizang;E;CHN;t;1;;[0822]
4920;1700-1805;;CHN;PBS Xizang;TB;CHN;t;1;;[0321]
4920;2050-2300;;CHN;PBS Xizang;TB;CHN;t;1;;[0122]
4920;1200-1210;We;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0111;2802[1118]
4920.5;0000-2400;;POL;Internal Ministry ALE;;POL;;1;;
4925;1030-0300;;B;Rádio Rural FM, Tefé;P;B;tf;1;;[0622]
4925;1430-1440;11th;KOR;V24 Numbers Station;K;Oc;g;1;;[0317]
4925;1430-1440;13th;KOR;V24 Numbers Station;K;Oc;g;1;;[1119]
4925;1430-1440;15th;KOR;V24 Numbers Station;K;Oc;g;1;;[0120]
4930;0000-2400;;RUS;Air Horn Channel Marker;;RUS;sk;1;;[0922]
4930;0300-0600;;USA;Voice of America;E;SAf;/BOT;0;;
4930;1400-1630;;USA;Voice of America;E;SAf;/BOT;0;;
4930;1700-1800;;USA;Voice of America;ZWE;ZWE;/BOT;0;;
4930;1800-1900;SaSu;USA;Voice of America;E;SAf;/BOT;0;;
4930;1800-1900;Mo-Fr;USA;Voice of America;E;SAf;/BOT;0;;
4930;1900-2100;;USA;Voice of America;E;SAf;/BOT;0;;
4930;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
4930;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;
4932.5;0000-2400;;D;German Red Cross ALE;;D;;1;;
4935;0000-2400;;POL;Polish Army ALE;;POL;;1;;[1219]
4940;0955-1600;;CHN;Voice of Strait;M;FE;gu;1;;[1022]
4940;2230-0400;;CHN;Voice of Strait;M;FE;gu;1;;[0219]
4940;2300-1130;;CLM;Unknown Station;S;CLM;;1;;[1122]
4942;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
4945;0000-2400;;USA;Bonneville PowerAdm.ALE;;WNA;;1;;
4949.7;0000-2400;;AGL;R Nacional, Canal A;P;Af;m;1;;[0822]
4950;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
4950;0000-2400;;KGZ;Kyrgyz Military ALE;;KGZ;;1;;
4952;0000-2400;;HNG;Hungarian Military ALE;;HNG;;1;;
4955;1000-1400;;PRU;R.Cultura Amauta, Huanta;S,Q;PRU;hu;1;;[0319]
4955;2100-0108;;PRU;R.Cultura Amauta, Huanta;S,Q;PRU;hu;1;;[0822]
4960;0400-0500;;USA;Voice of America;E;WAf;/STP;0;;
4960;0500-0530;;USA;Voice of America;HA;WAf;/STP;0;;
4960;0530-0630;Mo-Fr;USA;Voice of America;F;WAf;/STP;0;;
4960;0700-0730;;USA;Voice of America;HA;WAf;/STP;0;;
4960;2030-2100;;USA;Voice of America;HA;WAf;/STP;0;;
4965;1600-2100;;ZMB;Voice of Hope Africa;E;SAf;m;1;;[0822]
4971;0000-2400;;HNG;Hungarian Military ALE;;HNG;;1;;[1119]
4976;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;[1219]
4977;0000-2400;;D;German Red Cross ALE;;D;;1;;[1219]
4979;0000-2400;;USA;FEMA Emergency ALE;;USA;;1;;
4980;1200-1225;;CHN;PBS Xinjiang;UI;CHN;uc;4;;
4980;1225-1800;;CHN;PBS Xinjiang;UI;CHN;uc;4;;[0222]
4980;2310-0300;;CHN;PBS Xinjiang;UI;CHN;uc;4;;[1220]
4982;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
4985;0000-2400;;B;Rádio Brasil Central;P;B;go;1;;[1122]
4985;0000-2400;;USA;NSS US Navy;-TY;NAm;a;1;;
4988;0000-2400;;E;Guardia Civil ALE;;E;;1;;
4990;0300-0500;;CHN;PBS Hunan;M;FE;xt;1;;
4990;0900-1700;;CHN;PBS Hunan;M;FE;xt;1;;[0222]
4990;2030-0100;;CHN;PBS Hunan;M;FE;xt;1;;
4993.5;0000-2400;;D;German Coast Guard ALE;;D;;1;;
4996;0000-2400;;RUS;RWM Moscow;-TS;RUS;t;1;;[0322]
5000;0000-2400;;CHN;BPM Xian;-TS;CHN;p;1;;[0122]
5000;0000-2400;;HWA;WWVH Hawaii (f.ann.);-TS;USA;b;1;;[0122]
5000;0000-2400;;KOR;HLA Taedok;-TS;KOR;t;1;;[0420]
5000;0000-2400;;USA;WWV Colorado (m.ann.);-TS;USA;fb;1;;[0822]
5006;0000-2400;;J;JG2XA Propag.Studies;;FE;f;1;;
5006;0000-2400;;RUS;RJD59 Russian Navy;-TY;EEu;kl;1;;[0922]
5007;0000-2400;;E;Guardia Civil ALE;;E;;1;;
5010;0230-0300;;CZE;Radio Prague;S;Car;/USA-o;1;;
5010;0300-0330;;CZE;Radio Prague;E;Car;/USA-o;1;;
5010;0330-0400;;CZE;Radio Prague;F;Car;/USA-o;1;;
5010;1130-1200;;CZE;Radio Prague;S;Car;/USA-o;1;;
5010;0030-0100;;SVK;Radio Slovakia Int.;S;Car;/USA-o;1;;
5010;0200-0230;;TWN;Radio Taiwan Int.;S;Car;/USA-o;1;;
5010;0000-0030;;USA;Adventist World Radio;S;CUB;o;1;;
5010;1100-1130;;USA;Adventist World Radio;S;CUB;o;1;;
5010;0600-0800;;USA;Brother Stair;E;Car;o;1;;
5010;0900-1100;;USA;Brother Stair;E;Car;o;1;;
5010;1200-1400;;USA;Brother Stair;E;Car;o;1;;
5010;1400-1500;;USA;Brother Stair;E;Car;o;1;0611;
5010;1400-1600;Sa;USA;Brother Stair;E;Car;o;6;3010;0511
5010;1500-1700;Sa;USA;Brother Stair;E;Car;o;1;0611;
5010;0100-0200;;USA;WRMI Radio Miami Int.;E;Car;o;1;;
5010;0400-0600;;USA;WRMI Radio Miami Int.;E;Car;o;1;;
5010;0800-0900;;USA;WRMI Radio Miami Int.;E;Car;o;1;;
5015;0000-2400;;USA;Corps of Engineers ALE;;USA;;1;;
5019;0000-2400;;POL;Internal Ministry ALE;;POL;;1;;
5020;0500-1203;;SLM;Solomon Islands B.C.;E;SLM;;1;;[1122]
5020;1203-1900;irr;SLM;Solomon Islands B.C.;-MX;SLM;;1;;[1022]
5020;1900-2200;;SLM;Solomon Islands B.C.;E;SLM;;1;;[1122]
5022;0000-2400;;D;German Fed.Police ALE;;D;;1;;
5025;0600-1000;irr;CUB;Radio Habana Cuba;S;SAm;b;6;3010;3110[1022]
5025;0000-2400;;CUB;Radio Rebelde;S;Car;b;1;;[1122]
5025;0957-1200;;PRU;Radio Quillabamba;S,Q;PRU;qt;1;;[1022]
5025;1200-1300;Su;PRU;Radio Quillabamba;S,Q;PRU;qt;1;;[0216]
5025;2100-0212;;PRU;Radio Quillabamba;S,Q;PRU;qt;1;;[1022]
5033;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;
5035;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;
5038.5;0000-2400;;USA;Veterans Health Adm.ALE;;USA;;1;;
5040;0000-0100;;CUB;Radio Habana Cuba;E;CAm;b;4;;[0222]
5040;0100-0130;;CUB;Radio Habana Cuba;CR;CAm;b;2;;
5040;0130-0200;;CUB;Radio Habana Cuba;F;CAm;b;2;;
5040;0200-0300;;CUB;Radio Habana Cuba;S;CAm;b;2;;[1122]
5040;0300-0500;;CUB;Radio Habana Cuba;S;CAm;b;2;;[0622]
5040;0500-0600;;CUB;Radio Habana Cuba;S;CAm;b;2;;[1022]
5040;0600-0700;;CUB;Radio Habana Cuba;E;CAm;b;2;;[1022]
5040;0700-0800;irr;CUB;Radio Habana Cuba;S;CAm;b;2;;[0822]
5040;2100-2200;;CUB;Radio Habana Cuba;S;Car;b;5;;
5040;2200-2300;;CUB;Radio Habana Cuba;S;Car;b;5;;
5040;2200-2400;;CUB;Radio Habana Cuba;S;Car;b;4;;
5040;2300-2330;Su;CUB;Radio Habana Cuba;EO;CAm;b;5;;
5040;2300-2400;;CUB;Radio Habana Cuba;E;CAm;b;5;;
5040;0800-2400;irr;CUB;Radio Rebelde;S;Car;b;1;;
5040;2100-0659;;VUT;Radio Vanuatu;BSL;VUT;;1;0411;[1122]
5040;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
5045;0000-2400;;AUS;Island Music Radio;E;AUS;ri;1;;[0822]
5047;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
5050;0100-0102;Mo-Fr;CHN;Beibu Bay Radio;VN;FE;n;1;;
5050;0930-1000;;CHN;Beibu Bay Radio;VN;FE;n;1;;
5050;1000-1030;;CHN;Beibu Bay Radio;M;FE;n;1;;[1121]
5050;1200-1202;We;CHN;Beibu Bay Radio;BR;FE;n;1;;
5050;1200-1202;Mo;CHN;Beibu Bay Radio;KH;FE;n;1;;
5050;1200-1202;Tu;CHN;Beibu Bay Radio;LAO;FE;n;1;;
5050;1200-1202;Th,Su;CHN;Beibu Bay Radio;T;FE;n;1;;
